STATE_CODE,STATE_CODE_EXP,SHRP_ID,VWS_ID,YEAR,MEAN_ANN_TEMP_AVG,FREEZE_INDEX_YR,FREEZE_THAW_YR
27,Minnesota,1029,271029,1983,5.90000009536743,1096,81
27,Minnesota,1029,271029,1984,6.30000019073486,988,94
27,Minnesota,1029,271029,1985,5.09999990463257,1356,78
27,Minnesota,1029,271029,1986,7.09999990463257,908,83
27,Minnesota,1029,271029,1987,9.10000038146973,478,107
27,Minnesota,1029,271029,1988,6.90000009536743,1159,92
27,Minnesota,1029,271029,1989,5.09999990463257,1383,92
27,Minnesota,1029,271029,1990,6.80000019073486,810,119
27,Minnesota,1029,271029,1991,6.09999990463257,1106,92
27,Minnesota,1029,271029,1992,5.80000019073486,753,105
27,Minnesota,1029,271029,1993,4.80000019073486,1128,95
27,Minnesota,1029,271029,1994,5.69999980926514,1211,87
27,Minnesota,1029,271029,1995,5.69999980926514,1173,76
27,Minnesota,1029,271029,1996,3.90000009536743,1562,80
27,Minnesota,1029,271029,1997,5.40000009536743,1095,82
27,Minnesota,1029,271029,1998,7.69999980926514,705,83
27,Minnesota,1029,271029,1999,6.80000019073486,807,109
27,Minnesota,1029,271029,2000,5.69999980926514,1162,79
27,Minnesota,1029,271029,2001,6.69999980926514,930,79
27,Minnesota,1029,271029,2002,6.69999980926514,784,107
27,Minnesota,1029,271029,2003,6.80000019073486,986,75
27,Minnesota,1029,271029,2004,6.69999980926514,879,96
27,Minnesota,1029,271029,2005,7.59999990463257,898,82
27,Minnesota,1029,271029,2006,7.90000009536743,577,127
27,Minnesota,1029,271029,2007,6.59999990463257,1115,76
27,Minnesota,1029,271029,2008,5.30000019073486,1341,77
27,Minnesota,1029,271029,2009,6,1226,64
27,Minnesota,1029,271029,2010,7,1045,49
27,Minnesota,1029,271029,2011,6.40000009536743,998,85
27,Minnesota,1029,271029,2012,7.90000009536743,661,103
28,Mississippi,1016,281016,1971,17.5,16,41
28,Mississippi,1016,281016,1972,17.6000003814697,10,41
28,Mississippi,1016,281016,1973,17.7000007629395,16,48
28,Mississippi,1016,281016,1974,17.6000003814697,1,41
28,Mississippi,1016,281016,1975,17.3999996185303,9,46
28,Mississippi,1016,281016,1976,15.8000001907349,25,67
28,Mississippi,1016,281016,1977,17.2000007629395,61,53
28,Mississippi,1016,281016,1978,16.3999996185303,57,67
28,Mississippi,1016,281016,1979,16,43,56
28,Mississippi,1016,281016,1980,16.7999992370605,33,57
28,Mississippi,1016,281016,1981,16.6000003814697,47,66
28,Mississippi,1016,281016,1982,17.1000003814697,55,52
28,Mississippi,1016,281016,1983,16,57,59
28,Mississippi,1016,281016,1984,17,28,61
28,Mississippi,1016,281016,1985,17.3999996185303,69,61
28,Mississippi,1016,281016,1986,17.5,17,53
28,Mississippi,1016,281016,1987,16.8999996185303,2,64
28,Mississippi,1016,281016,1988,16.6000003814697,30,62
28,Mississippi,1016,281016,1989,16.6000003814697,62,55
28,Mississippi,1016,281016,1990,18.1000003814697,7,41
28,Mississippi,1016,281016,1991,17.6000003814697,6,60
28,Mississippi,1016,281016,1992,16.7000007629395,5,50
28,Mississippi,1016,281016,1993,16.6000003814697,4,56
28,Mississippi,1016,281016,1994,17,14,58
28,Mississippi,1016,281016,1995,17.1000003814697,9,55
28,Mississippi,1016,281016,1996,16.7999992370605,64,52
28,Mississippi,1016,281016,1997,16.6000003814697,26,35
28,Mississippi,1016,281016,1998,18.1000003814697,8,37
28,Mississippi,1016,281016,1999,17.5,23,36
28,Mississippi,1016,281016,2000,16.8999996185303,39,58
28,Mississippi,1016,281016,2001,17,18,48
28,Mississippi,1016,281016,2002,17.7000007629395,8,51
28,Mississippi,1016,281016,2003,16.8999996185303,18,53
28,Mississippi,1016,281016,2004,17,21,49
28,Mississippi,1016,281016,2005,17.1000003814697,5,44
28,Mississippi,1016,281016,2006,17.5,7,50
28,Mississippi,1016,281016,2007,17.5,9,52
28,Mississippi,1016,281016,2008,16.5,16,65
28,Mississippi,1016,281016,2009,16.6000003814697,12,49
28,Mississippi,1016,281016,2010,16.8999996185303,46,69
28,Mississippi,1016,281016,2011,17.7999992370605,23,46
28,Mississippi,1016,281016,2012,18.1000003814697,2,43
28,Mississippi,3082,283082,1971,17.6000003814697,16,42
28,Mississippi,3082,283082,1972,17.5,12,39
28,Mississippi,3082,283082,1973,17.5,20,50
28,Mississippi,3082,283082,1974,17.5,4,34
28,Mississippi,3082,283082,1975,17.1000003814697,11,39
28,Mississippi,3082,283082,1976,15.6999998092651,36,67
28,Mississippi,3082,283082,1977,17.3999996185303,73,47
28,Mississippi,3082,283082,1978,16.7000007629395,55,57
28,Mississippi,3082,283082,1979,16.3999996185303,49,53
28,Mississippi,3082,283082,1980,16,36,72
28,Mississippi,3082,283082,1981,16,47,81
28,Mississippi,3082,283082,1982,16.5,59,58
28,Mississippi,3082,283082,1983,15.5,62,62
28,Mississippi,3082,283082,1984,16.3999996185303,28,67
28,Mississippi,3082,283082,1985,16.1000003814697,91,65
28,Mississippi,3082,283082,1986,16.8999996185303,21,63
28,Mississippi,3082,283082,1987,16.2000007629395,4,77
28,Mississippi,3082,283082,1988,15.6000003814697,54,75
28,Mississippi,3082,283082,1989,15.3999996185303,88,58
28,Mississippi,3082,283082,1990,16.7000007629395,12,57
28,Mississippi,3082,283082,1991,16.5,14,70
28,Mississippi,3082,283082,1992,15.5,12,57
28,Mississippi,3082,283082,1993,15.6000003814697,12,81
28,Mississippi,3082,283082,1994,16,31,60
28,Mississippi,3082,283082,1995,16,27,65
28,Mississippi,3082,283082,1996,15.5,95,73
28,Mississippi,3082,283082,1997,15.1999998092651,39,69
28,Mississippi,3082,283082,1998,16.8999996185303,8,60
28,Mississippi,3082,283082,1999,16.5,29,74
28,Mississippi,3082,283082,2000,16.2000007629395,53,75
28,Mississippi,3082,283082,2001,15.8000001907349,32,68
28,Mississippi,3082,283082,2002,16.1000003814697,25,78
28,Mississippi,3082,283082,2003,15.6999998092651,30,72
28,Mississippi,3082,283082,2004,16.1000003814697,33,72
28,Mississippi,3082,283082,2005,16.5,8,70
28,Mississippi,3082,283082,2006,16.8999996185303,18,69
28,Mississippi,3082,283082,2007,17,16,67
28,Mississippi,3082,283082,2008,15.8000001907349,22,83
28,Mississippi,3082,283082,2009,16.2000007629395,16,61
28,Mississippi,3082,283082,2010,16.3999996185303,60,82
28,Mississippi,3082,283082,2011,16.3999996185303,37,62
28,Mississippi,3082,283082,2012,17.1000003814697,7,58
28,Mississippi,3083,283083,1962,15.1999998092651,99,69
28,Mississippi,3083,283083,1963,15.1999998092651,181,73
28,Mississippi,3083,283083,1964,15.3999996185303,49,65
28,Mississippi,3083,283083,1965,15.8000001907349,54,63
28,Mississippi,3083,283083,1966,14.8999996185303,98,55
28,Mississippi,3083,283083,1967,15.8000001907349,34,70
28,Mississippi,3083,283083,1968,15.1999998092651,67,74
28,Mississippi,3083,283083,1969,15.5,23,69
28,Mississippi,3083,283083,1970,15.8000001907349,90,57
28,Mississippi,3083,283083,1971,16.2000007629395,49,46
28,Mississippi,3083,283083,1972,15.6999998092651,46,54
28,Mississippi,3083,283083,1973,16.3999996185303,51,43
28,Mississippi,3083,283083,1974,15.8000001907349,26,41
28,Mississippi,3083,283083,1975,15.8000001907349,30,53
28,Mississippi,3083,283083,1976,14.8999996185303,57,69
28,Mississippi,3083,283083,1977,16.1000003814697,138,62
28,Mississippi,3083,283083,1978,15.3000001907349,130,62
28,Mississippi,3083,283083,1979,14.6000003814697,114,79
28,Mississippi,3083,283083,1980,15.3999996185303,77,69
28,Mississippi,3083,283083,1981,15.3000001907349,79,89
28,Mississippi,3083,283083,1982,15.1000003814697,107,73
28,Mississippi,3083,283083,1983,14.6999998092651,96,67
28,Mississippi,3083,283083,1984,15.3999996185303,58,74
28,Mississippi,3083,283083,1985,15.3999996185303,176,67
28,Mississippi,3083,283083,1986,16.2999992370605,37,63
28,Mississippi,3083,283083,1987,16.5,9,63
28,Mississippi,3083,283083,1988,15.8999996185303,79,66
28,Mississippi,3083,283083,1989,15.5,119,59
28,Mississippi,3083,283083,1990,17.1000003814697,14,40
28,Mississippi,3083,283083,1991,16.5,20,61
28,Mississippi,3083,283083,1992,15.5,14,57
28,Mississippi,3083,283083,1993,15.5,19,74
28,Mississippi,3083,283083,1994,15.8999996185303,55,56
28,Mississippi,3083,283083,1995,15.8999996185303,51,73
28,Mississippi,3083,283083,1996,15.6000003814697,103,66
28,Mississippi,3083,283083,1997,15.3999996185303,52,56
28,Mississippi,3083,283083,1998,17.5,22,46
28,Mississippi,3083,283083,1999,17,28,56
28,Mississippi,3083,283083,2000,16.3999996185303,72,72
28,Mississippi,3083,283083,2001,16,41,65
28,Mississippi,3083,283083,2002,16.2999992370605,28,68
28,Mississippi,3083,283083,2003,16,39,70
28,Mississippi,3083,283083,2004,16.3999996185303,45,61
28,Mississippi,3083,283083,2005,16.6000003814697,18,63
28,Mississippi,3083,283083,2006,16.7999992370605,26,66
28,Mississippi,3083,283083,2007,17,25,71
28,Mississippi,3083,283083,2008,15.6999998092651,36,80
28,Mississippi,3083,283083,2009,15.8999996185303,31,58
28,Mississippi,3083,283083,2010,16.3999996185303,93,72
28,Mississippi,3083,283083,2011,16.7000007629395,55,54
28,Mississippi,3083,283083,2012,17.2999992370605,11,54
28,Mississippi,3083,283083,2013,15.3999996185303,19,77
28,Mississippi,3083,283083,2014,14.8999996185303,102,86
28,Mississippi,3083,283083,2015,16.5,65,58
28,Mississippi,3083,283083,2016,17.2000007629395,25,59
28,Mississippi,3083,283083,2017,17.2999992370605,32,45
5,Arkansas,3048,053048,1966,15.3000001907349,71,61
5,Arkansas,3048,053048,1967,15.6999998092651,47,68
5,Arkansas,3048,053048,1968,15.1000003814697,71,76
5,Arkansas,3048,053048,1969,15.3000001907349,36,86
5,Arkansas,3048,053048,1970,15.5,102,63
5,Arkansas,3048,053048,1971,16.5,59,57
5,Arkansas,3048,053048,1972,15.6999998092651,58,52
5,Arkansas,3048,053048,1973,16.3999996185303,40,51
5,Arkansas,3048,053048,1974,15.8000001907349,33,48
5,Arkansas,3048,053048,1975,15.6000003814697,33,59
5,Arkansas,3048,053048,1976,15.3999996185303,52,62
5,Arkansas,3048,053048,1977,16,137,60
5,Arkansas,3048,053048,1978,15.1000003814697,155,67
5,Arkansas,3048,053048,1979,14.5,157,67
5,Arkansas,3048,053048,1980,16.7000007629395,51,57
5,Arkansas,3048,053048,1981,16.7999992370605,40,51
5,Arkansas,3048,053048,1982,16.7000007629395,86,39
5,Arkansas,3048,053048,1983,16,124,33
5,Arkansas,3048,053048,1984,16.6000003814697,42,38
5,Arkansas,3048,053048,1985,16.5,107,55
5,Arkansas,3048,053048,1986,17.7000007629395,27,38
5,Arkansas,3048,053048,1987,17.1000003814697,8,41
5,Arkansas,3048,053048,1988,16.1000003814697,83,45
5,Arkansas,3048,053048,1989,15.6999998092651,126,49
5,Arkansas,3048,053048,1990,17.3999996185303,20,22
5,Arkansas,3048,053048,1991,17,11,39
5,Arkansas,3048,053048,1992,16.2999992370605,6,35
5,Arkansas,3048,053048,1993,16.1000003814697,10,53
5,Arkansas,3048,053048,1994,16.6000003814697,40,33
5,Arkansas,3048,053048,1995,16.6000003814697,34,52
5,Arkansas,3048,053048,1996,16.3999996185303,75,48
5,Arkansas,3048,053048,1997,16.2000007629395,40,30
5,Arkansas,3048,053048,1998,18.2000007629395,19,25
5,Arkansas,3048,053048,1999,17.5,12,40
5,Arkansas,3048,053048,2000,17,50,57
5,Arkansas,3048,053048,2001,16.8999996185303,32,43
5,Arkansas,3048,053048,2002,16.7999992370605,19,69
5,Arkansas,3048,053048,2003,16.6000003814697,26,56
5,Arkansas,3048,053048,2004,16.8999996185303,36,42
5,Arkansas,3048,053048,2005,17.7000007629395,19,36
5,Arkansas,3048,053048,2006,17.6000003814697,15,40
5,Arkansas,3048,053048,2007,17.5,10,48
5,Arkansas,3048,053048,2008,16.2999992370605,29,53
5,Arkansas,3048,053048,2009,16.3999996185303,12,47
5,Arkansas,3048,053048,2010,17,63,58
5,Arkansas,3048,053048,2011,17.1000003814697,59,33
5,Arkansas,3048,053048,2012,18,8,27
6,California,1253,061253,1949,15.6000003814697,0,29
6,California,1253,061253,1947,16.1000003814697,0,15
6,California,1253,061253,1948,15.1999998092651,0,10
6,California,1253,061253,1951,15.8000001907349,0,4
6,California,1253,061253,1952,16.1000003814697,0,7
6,California,1253,061253,1953,16.2999992370605,0,1
6,California,1253,061253,1954,15.8000001907349,0,3
6,California,1253,061253,1955,15.8999996185303,0,8
6,California,1253,061253,1956,16,0,12
6,California,1253,061253,1957,16.2999992370605,0,9
6,California,1253,061253,1958,17.2000007629395,0,2
6,California,1253,061253,1959,17.2000007629395,0,2
6,California,1253,061253,1960,16.6000003814697,0,7
6,California,1253,061253,1961,16.2000007629395,1,10
6,California,1253,061253,1962,16,0,16
6,California,1253,061253,1963,15.6000003814697,0,15
6,California,1253,061253,1964,16.1000003814697,0,1
6,California,1253,061253,1965,16.3999996185303,0,6
6,California,1253,061253,1966,17.6000003814697,0,0
6,California,1253,061253,1967,16.7000007629395,0,7
6,California,1253,061253,1968,16.5,0,4
6,California,1253,061253,1969,17,0,0
6,California,1253,061253,1970,16.2000007629395,0,10
6,California,1253,061253,1971,15.1999998092651,0,32
6,California,1253,061253,1972,15.3999996185303,14,35
6,California,1253,061253,1973,15.6999998092651,0,15
6,California,1253,061253,1974,15.6000003814697,0,15
6,California,1253,061253,1975,14.8000001907349,0,20
6,California,1253,061253,1950,16.6000003814697,0,13
6,California,1253,061253,1988,16.6000003814697,1,13
6,California,1253,061253,1989,15.8000001907349,0,23
6,California,1253,061253,1990,16.1000003814697,11,37
6,California,1253,061253,1991,16.2000007629395,0,16
6,California,1253,061253,1992,17,0,11
6,California,1253,061253,1993,15.8999996185303,0,19
6,California,1253,061253,1994,15.8999996185303,0,11
6,California,1253,061253,2007,17.6000003814697,0,7
6,California,1253,061253,2008,16.7000007629395,0,4
6,California,1253,061253,2009,16.5,0,7
6,California,1253,061253,2010,15.6000003814697,0,7
6,California,1253,061253,2011,15.5,0,13
6,California,1253,061253,2012,16.6000003814697,0,3
6,California,1253,061253,1976,15.6999998092651,0,12
6,California,1253,061253,1977,15.8999996185303,0,21
6,California,1253,061253,1978,15.6999998092651,0,18
6,California,1253,061253,1979,15.6999998092651,0,12
6,California,1253,061253,1980,15.8999996185303,0,5
6,California,1253,061253,1981,16.5,0,0
6,California,1253,061253,1995,16.3999996185303,0,5
6,California,1253,061253,1996,16.7999992370605,0,3
6,California,1253,061253,1997,16.8999996185303,0,11
6,California,1253,061253,1998,15.3999996185303,1,11
6,California,1253,061253,1999,15.8000001907349,0,13
6,California,1253,061253,2000,16.1000003814697,0,5
6,California,2647,062647,1948,14.3000001907349,0,42
6,California,2647,062647,1949,14.3999996185303,5,58
6,California,2647,062647,1950,16.3999996185303,2,20
6,California,2647,062647,1951,16,0,9
6,California,2647,062647,1952,16.2999992370605,0,10
6,California,2647,062647,1953,15.8999996185303,0,10
6,California,2647,062647,1954,15.6999998092651,0,7
6,California,2647,062647,1955,15.3000001907349,0,18
6,California,2647,062647,1956,15.6999998092651,0,30
6,California,2647,062647,1957,16.1000003814697,0,19
6,California,2647,062647,1958,17.2000007629395,0,3
6,California,2647,062647,1959,17.2000007629395,0,21
6,California,2647,062647,1960,16.5,0,22
6,California,1253,061253,1982,15,0,16
6,California,1253,061253,1983,15.5,0,6
6,California,2647,062647,1961,16.1000003814697,2,21
6,California,2647,062647,1962,15.8000001907349,0,23
6,California,2647,062647,1963,15.6000003814697,0,23
6,California,2647,062647,1964,15.6999998092651,0,19
6,California,2647,062647,1965,15.3999996185303,1,15
6,California,2647,062647,1966,16.1000003814697,0,26
6,California,2647,062647,1967,16,0,23
6,California,2647,062647,1968,16.2000007629395,1,12
6,California,2647,062647,1969,16.3999996185303,0,8
6,California,2647,062647,1970,16.7000007629395,0,6
6,California,2647,062647,1971,15.6999998092651,0,17
6,California,2647,062647,1972,14.6999998092651,21,49
6,California,2647,062647,1973,15,0,17
6,California,2647,062647,1974,14.8999996185303,0,43
6,California,2647,062647,1975,14.1000003814697,0,53
6,California,2647,062647,1976,14.8000001907349,0,69
6,California,2647,062647,1977,15.3999996185303,0,37
6,California,2647,062647,1978,15.6000003814697,0,33
6,California,2647,062647,1979,15.6000003814697,0,34
6,California,2647,062647,1980,15.1999998092651,0,42
6,California,2647,062647,1981,16,0,19
6,California,2647,062647,1982,14.3000001907349,0,55
6,California,2647,062647,1983,15.3999996185303,0,23
6,California,2647,062647,1984,15.6999998092651,0,31
6,California,2647,062647,1985,14.8999996185303,0,54
6,California,2647,062647,1986,16,0,19
6,California,2647,062647,1987,15.8000001907349,0,50
6,California,2647,062647,1988,16.1000003814697,0,37
6,California,2647,062647,1989,15.1000003814697,0,68
6,California,2647,062647,1990,15.3000001907349,12,84
6,California,2647,062647,1991,15.8999996185303,0,41
6,California,2647,062647,1992,16.7000007629395,0,34
6,California,2647,062647,1993,16,0,25
6,California,2647,062647,1994,15.8000001907349,0,26
6,California,2647,062647,1995,16.8999996185303,0,3
6,California,2647,062647,1996,17.2000007629395,0,4
6,California,2647,062647,1997,17,0,8
6,California,2647,062647,1998,15.6000003814697,3,17
6,California,2647,062647,1999,15.3999996185303,0,24
6,California,2647,062647,2000,16,0,10
6,California,2647,062647,2001,16.6000003814697,0,11
6,California,2647,062647,2002,16.2999992370605,0,26
6,California,2647,062647,2003,16.6000003814697,0,13
6,California,2647,062647,2004,16.2000007629395,0,17
6,California,2647,062647,2005,16.2999992370605,0,8
6,California,2647,062647,2006,16.2999992370605,0,16
6,California,2647,062647,2007,16.2999992370605,0,33
6,California,2647,062647,2008,16.5,0,17
6,California,2647,062647,2009,16.2000007629395,0,19
6,California,2647,062647,2010,15.6000003814697,0,9
6,California,2647,062647,2011,15.3000001907349,0,30
6,California,2647,062647,2012,16.2999992370605,0,20
6,California,1253,061253,1984,16.1000003814697,0,13
6,California,1253,061253,1985,15.5,0,42
6,California,1253,061253,1986,16.3999996185303,0,0
6,California,1253,061253,1987,16.3999996185303,0,21
6,California,1253,061253,2001,16.7999992370605,0,11
6,California,1253,061253,2002,16.5,0,15
6,California,1253,061253,2003,16.6000003814697,0,6
6,California,1253,061253,2004,16.7999992370605,0,3
